id,user_id,skill_id,certificationName,certificationFile,create_at,issued_date,expiry_date,status
248,257,423,Project Management Professional (PMP) Certification,toastmastersinternationalcertifications.com,2023-08-08,2011-01-17,9/3/2011,pending
249,310,271,Zend Certified PHP Engineer,snowprocorecertification.net,2024-03-07,2018-02-25,5/31/2018,pending
250,153,443,Snowflake Certified SnowPro,graphicdesigncertifications.net,2024-01-07,2024-02-04,9/7/2024,Approved
251,836,158,Presentation Design Certification,zendphpecertifiedengineer.org,2023-10-18,2016-11-09,3/17/2017,Approved
252,287,719,Microsoft Certified: Data Analyst Associate,certifiedscrummaster.org,2024-03-04,2019-04-07,9/10/2019,pending
253,33,620,Graphic Design Certifications,reactdevelopernanodegree.com,2024-01-13,2022-02-15,3/14/2022,Not Approved
254,829,202,Presentation Design Certification,reactcertification.org,2023-09-11,2022-10-27,7/3/2023,pending
255,395,592,React Developer Nanodegree,oraclejavacertification.org,2023-04-16,2022-08-12,11/10/2022,Not Approved
256,545,678,Java SE Programmer,reactcertification.org,2023-09-07,2015-04-19,12/29/2015,Not Approved
257,464,618,React Certification,snowprocorecertification.net,2023-11-14,2011-09-16,7/10/2012,pending
258,882,942,Java Certification (offered by Oracle),pythoninstitutecertifications.com,2023-04-10,2019-06-30,3/30/2020,Approved
259,881,335,Java Certification (offered by Oracle),toastmastersinternationalcertifications.com,2023-08-05,2018-11-13,10/14/2019,pending
260,985,483,React Certification,professionalpresentationskills.org,2024-01-23,2018-08-28,8/14/2019,Not Approved
261,207,264,Azure Data Engineer Associate,professionalpresentationskills.org,2024-01-25,2021-04-21,11/6/2021,Approved
262,960,520,SQL Developer Certification,snowflakecertifiedsnowpro.com,2023-04-28,2017-11-23,2/10/2018,Not Approved
263,859,401,Azure Data Engineer Associate,snowflakecertifiedsnowpro.com,2024-03-12,2019-03-20,5/1/2019,Approved
264,198,441,SQL Developer Certification,toastmastersinternationalcertifications.com,2024-02-24,2018-11-01,10/14/2019,Approved
265,982,214,Oracle Certified Professional,sqldeveloper-certification.org,2023-04-22,2014-02-03,2/15/2014,pending
266,95,867,Certified ScrumMaster (CSM),oraclejavacertification.org,2023-04-25,2020-07-13,9/30/2020,Approved
267,99,174,Toastmasters International Certifications Professional Presentation Skills,powerbiexampractice.com,2023-06-08,2022-08-05,1/31/2023,Approved
268,920,377,Toastmasters International Certifications Professional Presentation Skills,phpcertification.net,2023-11-07,2013-12-24,11/21/2014,pending
269,201,583,React Developer Nanodegree,microsoftdataanalystassociate.net,2023-07-15,2013-12-15,3/1/2014,Not Approved
270,944,285,SQL Developer Certification,toastmastersinternationalcertifications.com,2023-11-21,2022-08-26,1/8/2023,Approved
271,734,114,React Certification,snowflakecertifiedsnowpro.com,2024-02-04,2018-06-04,6/7/2018,pending
272,914,751,Certified Python Developer,toastmastersinternationalcertifications.com,2023-12-23,2020-05-11,7/30/2020,pending
273,921,430,Project Management Professional (PMP) Certification,graphicdesigncertifications.net,2023-04-19,2020-03-17,11/5/2020,Approved
274,639,984,SnowPro Core Certification,snowprocorecertification.net,2024-02-14,2013-07-16,9/17/2013,Not Approved
275,88,327,Zend Certified PHP Engineer,pmpprofessionalcertification.net,2023-05-04,2014-07-29,5/21/2015,pending
276,915,198,Zend Certified PHP Engineer,oraclejavacertification.org,2023-06-02,2011-06-21,10/5/2011,Approved
277,21,587,React Certification,graphicdesigncertifications.net,2023-08-31,2020-10-20,11/4/2020,Not Approved
278,945,879,SnowPro Core Certification,professionalpresentationskills.org,2023-09-04,2022-09-23,11/21/2022,Approved
279,968,555,Java Certification (offered by Oracle),oraclejavaprofessional.com,2023-09-09,2023-06-24,10/15/2023,Not Approved
280,338,794,PHP Certification,pythoninstitutecertifications.com,2023-06-09,2022-12-01,7/26/2023,Not Approved
281,604,435,Azure Data Engineer Associate,professionalpresentationskills.org,2023-08-16,2021-01-24,5/4/2021,Not Approved
282,866,670,Zend Certified PHP Engineer,pythoninstitutecertifications.com,2024-02-23,2018-07-19,12/17/2018,Approved
283,494,658,Toastmasters International Certifications Professional Presentation Skills,toastmastersinternationalcertifications.com,2023-10-18,2017-02-15,12/15/2017,pending
284,549,636,Azure Data Engineer Associate,certifiedscrummaster.org,2023-08-21,2023-02-18,1/29/2024,Approved
285,104,561,Presentation Design Certification,microsoftdataanalystassociate.net,2023-09-27,2012-06-03,8/19/2012,Approved
286,229,833,Oracle Certified Professional,reactcertification.org,2023-12-05,2022-06-28,1/4/2023,pending
287,703,33,Presentation Design Certification,graphicdesigncertifications.net,2023-12-15,2021-06-25,6/16/2022,Approved
288,961,707,Project Management Professional (PMP) Certification,sqldeveloper-certification.org,2023-11-14,2011-01-16,10/19/2011,Approved
289,886,498,Certified ScrumMaster (CSM),oraclejavacertification.org,2023-05-04,2021-04-18,4/30/2021,pending
290,747,828,Snowflake Certified SnowPro,graphicdesigncertifications.net,2024-02-24,2014-03-16,12/10/2014,Approved
291,873,762,Snowflake Certified SnowPro,sqldeveloper-certification.org,2024-01-04,2012-01-17,1/25/2012,Approved
292,728,179,Project Management Professional (PMP) Certification,professionalpresentationskills.org,2023-05-06,2020-10-01,5/4/2021,pending
293,393,158,PHP Certification,oraclejavacertification.org,2023-10-31,2021-02-15,11/21/2021,Not Approved
294,842,948,Snowflake Certified SnowPro,snowprocorecertification.net,2023-08-19,2022-10-28,12/12/2022,Not Approved
295,421,66,Java SE Programmer,certifiedpythondeveloper.org,2023-06-20,2013-12-08,7/29/2014,pending
296,374,673,React Certification,oraclejavaprofessional.com,2024-03-29,2023-10-15,4/2/2024,Not Approved
297,584,295,Certified ScrumMaster (CSM),snowprocorecertification.net,2024-01-09,2014-06-13,3/24/2015,pending
298,657,562,SnowPro Core Certification,certifiedpythondeveloper.org,2023-10-22,2024-01-27,3/10/2024,pending
299,689,58,Snowflake Certified SnowPro,reactcertification.org,2023-04-27,2020-01-19,7/9/2020,Not Approved
300,831,783,Graphic Design Certifications,toastmastersinternationalcertifications.com,2023-07-14,2015-10-24,10/25/2015,Not Approved
301,358,750,Microsoft Certified: Data Analyst Associate,oraclejavaprofessional.com,2023-09-28,2020-07-17,12/19/2020,Not Approved
302,798,162,Azure Data Engineer Associate,reactdevelopernanodegree.com,2023-10-29,2014-08-31,9/16/2014,pending
303,923,947,Toastmasters International Certifications Professional Presentation Skills,oraclejavacertification.org,2023-06-06,2019-03-09,5/2/2019,pending
304,30,335,Certified Python Developer,reactcertification.org,2023-11-19,2017-12-31,6/2/2018,Not Approved
305,525,41,Microsoft Certified: Data Analyst Associate,oraclejavacertification.org,2024-02-23,2010-10-14,7/10/2011,pending
306,480,856,Oracle Certified Professional,toastmastersinternationalcertifications.com,2023-12-08,2020-04-24,7/26/2020,Not Approved
307,647,400,Project Management Professional (PMP) Certification,reactcertification.org,2024-02-26,2011-01-19,8/17/2011,pending
308,26,441,Toastmasters International Certifications Professional Presentation Skills,oraclejavacertification.org,2023-04-08,2013-04-20,7/29/2013,Approved
309,294,332,Zend Certified PHP Engineer,graphicdesigncertifications.net,2023-11-21,2013-12-03,6/13/2014,Not Approved
310,832,104,React Developer Nanodegree,zendphpecertifiedengineer.org,2023-05-14,2014-03-02,6/28/2014,Not Approved
311,22,950,Oracle Certified Professional,snowflakecertifiedsnowpro.com,2023-09-27,2021-12-19,8/28/2022,Approved
312,846,902,Snowflake Certified SnowPro,microsoftdataanalystassociate.net,2023-06-16,2017-02-17,4/7/2017,Not Approved
313,261,58,PHP Certification,oraclejavacertification.org,2023-04-08,2018-03-06,7/22/2018,Approved
314,893,176,Azure Data Engineer Associate,reactcertification.org,2023-05-12,2022-01-11,3/15/2022,Not Approved
315,997,731,Snowflake Certified SnowPro,zendphpecertifiedengineer.org,2023-07-13,2011-01-25,12/3/2011,Approved
316,40,146,Python Institute Certifications,snowflakecertifiedsnowpro.com,2023-07-20,2016-09-25,2/7/2017,pending
317,884,732,Presentation Design Certification,graphicdesigncertifications.net,2023-08-22,2015-02-08,8/30/2015,Not Approved
318,567,353,Oracle Certified Professional,professionalpresentationskills.org,2024-02-12,2014-07-25,8/22/2014,pending
319,478,93,Project Management Professional (PMP) Certification,phpcertification.net,2023-05-14,2019-10-16,5/27/2020,pending
320,487,443,Presentation Design Certification,pmpprofessionalcertification.net,2024-03-20,2018-08-15,3/15/2019,Not Approved
321,716,512,Microsoft Certified: Data Analyst Associate,sqldeveloper-certification.org,2023-05-16,2014-11-24,1/8/2015,Not Approved
322,84,792,Azure Data Engineer Associate,sqldeveloper-certification.org,2024-02-20,2014-10-19,1/18/2015,Not Approved
323,469,859,Microsoft Certified: Data Analyst Associate,pmpprofessionalcertification.net,2023-10-11,2012-02-16,10/27/2012,Approved
324,79,479,Oracle Certified Professional,snowprocorecertification.net,2024-04-05,2017-05-19,12/25/2017,pending
325,302,905,PHP Certification,presentationdesigncertification.org,2023-06-09,2011-12-17,3/31/2012,Approved
326,205,351,SnowPro Core Certification,sqldeveloper-certification.org,2023-06-02,2012-05-04,6/16/2012,Not Approved
327,880,497,Java SE Programmer,reactdevelopernanodegree.com,2023-10-16,2022-02-24,6/19/2022,Approved
328,568,388,Python Institute Certifications,graphicdesigncertifications.net,2023-04-30,2015-07-15,12/9/2015,Not Approved
329,339,413,Zend Certified PHP Engineer,microsoftdataanalystassociate.net,2023-11-15,2017-03-02,2/7/2018,pending
330,672,632,Microsoft Certified: Data Analyst Associate,phpcertification.net,2023-09-24,2012-07-05,4/8/2013,Not Approved
331,469,844,Analyzing and Visualizing Data with Microsoft Power BI,presentationdesigncertification.org,2023-12-26,2020-07-13,9/8/2020,pending
332,12,890,Graphic Design Certifications,toastmastersinternationalcertifications.com,2024-01-03,2021-07-05,4/8/2022,Approved
333,439,244,Toastmasters International Certifications Professional Presentation Skills,presentationdesigncertification.org,2023-04-24,2011-02-26,9/20/2011,Not Approved
334,573,619,SnowPro Core Certification,zendphpecertifiedengineer.org,2023-11-18,2019-07-15,2/24/2020,pending
335,166,568,Presentation Design Certification,pmpprofessionalcertification.net,2023-09-07,2015-07-08,7/3/2016,Not Approved
336,950,785,Presentation Design Certification,snowprocorecertification.net,2023-12-07,2022-06-13,1/5/2023,Approved
337,778,594,React Developer Nanodegree,pythoninstitutecertifications.com,2023-06-04,2018-09-08,10/18/2018,Approved
338,688,454,Certified ScrumMaster (CSM),pmpprofessionalcertification.net,2023-04-16,2012-03-25,8/23/2012,Approved
339,884,684,Zend Certified PHP Engineer,snowflakecertifiedsnowpro.com,2023-12-02,2012-02-07,8/24/2012,pending
340,43,541,Certified ScrumMaster (CSM),reactcertification.org,2023-08-17,2021-10-21,9/10/2022,pending
341,763,27,Oracle Certified Professional,pythoninstitutecertifications.com,2023-09-21,2011-01-30,1/30/2012,pending
342,270,523,Toastmasters International Certifications Professional Presentation Skills,zendphpecertifiedengineer.org,2023-11-20,2022-10-15,9/22/2023,Approved
343,413,774,Presentation Design Certification,snowprocorecertification.net,2024-02-02,2022-08-24,11/16/2022,Approved
344,282,346,Snowflake Certified SnowPro,zendphpecertifiedengineer.org,2023-10-18,2023-07-01,1/17/2024,Not Approved
345,19,473,Java Certification (offered by Oracle),professionalpresentationskills.org,2024-02-16,2020-09-11,11/19/2020,pending
346,631,603,Toastmasters International Certifications Professional Presentation Skills,phpcertification.net,2024-03-07,2012-08-22,5/17/2013,Not Approved
347,539,516,SnowPro Core Certification,microsoftdataanalystassociate.net,2024-03-07,2023-05-10,2/8/2024,pending
348,118,240,Graphic Design Certifications,professionalpresentationskills.org,2023-06-21,2021-03-21,2/24/2022,pending
349,781,994,Python Institute Certifications,pythoninstitutecertifications.com,2024-01-29,2011-07-09,8/13/2011,Approved
350,523,728,Certified ScrumMaster (CSM),snowflakecertifiedsnowpro.com,2023-06-12,2021-12-09,3/5/2022,Not Approved
351,16,6,Oracle Certified Professional,snowprocorecertification.net,2023-09-02,2011-11-30,7/29/2012,Approved
352,783,342,Presentation Design Certification,graphicdesigncertifications.net,2024-04-07,2011-04-14,5/7/2011,Approved
353,34,805,Toastmasters International Certifications Professional Presentation Skills,zendphpecertifiedengineer.org,2023-12-24,2024-01-29,10/26/2024,Approved
354,154,741,React Certification,certifiedpythondeveloper.org,2023-07-11,2015-09-21,1/18/2016,pending
355,660,938,Azure Data Engineer Associate,oraclejavacertification.org,2023-09-16,2024-01-25,6/17/2024,Approved
356,853,461,Microsoft Certified: Data Analyst Associate,reactdevelopernanodegree.com,2024-01-24,2012-04-21,7/17/2012,Approved
357,480,386,Analyzing and Visualizing Data with Microsoft Power BI,zendphpecertifiedengineer.org,2023-06-17,2021-10-03,2/22/2022,Approved
358,52,453,Graphic Design Certifications,oraclejavacertification.org,2023-09-27,2017-10-04,3/31/2018,Not Approved
359,360,501,PHP Certification,reactcertification.org,2024-03-21,2017-04-19,2/14/2018,pending
360,847,794,Toastmasters International Certifications Professional Presentation Skills,snowprocorecertification.net,2023-10-06,2019-05-29,11/25/2019,Not Approved
361,724,272,SQL Developer Certification,reactdevelopernanodegree.com,2023-05-12,2019-04-06,9/16/2019,Approved
362,906,341,Analyzing and Visualizing Data with Microsoft Power BI,microsoftdataanalystassociate.net,2024-01-28,2018-05-13,4/1/2019,pending
363,595,373,Analyzing and Visualizing Data with Microsoft Power BI,toastmastersinternationalcertifications.com,2024-03-26,2022-10-16,4/2/2023,Not Approved
364,938,849,Project Management Professional (PMP) Certification,snowprocorecertification.net,2023-05-23,2015-08-03,3/17/2016,pending
365,49,781,Project Management Professional (PMP) Certification,presentationdesigncertification.org,2023-07-26,2022-09-29,11/12/2022,pending
366,921,755,Python Institute Certifications,phpcertification.net,2023-10-01,2021-07-17,8/12/2021,Approved
367,393,276,Microsoft Certified: Data Analyst Associate,toastmastersinternationalcertifications.com,2023-10-18,2011-05-05,4/25/2012,Not Approved
368,649,592,PHP Certification,oraclejavaprofessional.com,2023-05-27,2010-11-21,2/28/2011,Not Approved
369,528,250,Project Management Professional (PMP) Certification,oraclejavacertification.org,2024-02-15,2011-11-30,5/20/2012,Not Approved
370,365,384,Python Institute Certifications,phpcertification.net,2024-01-20,2012-09-02,5/12/2013,Approved
371,432,408,SQL Developer Certification,reactdevelopernanodegree.com,2023-06-05,2022-05-26,7/9/2022,Approved
372,443,730,Java SE Programmer,powerbiexampractice.com,2023-05-07,2014-06-18,12/12/2014,pending
373,443,833,Certified Python Developer,microsoftdataanalystassociate.net,2023-08-07,2023-01-22,10/31/2023,Approved
374,992,812,React Certification,graphicdesigncertifications.net,2023-12-22,2017-01-22,12/31/2017,Not Approved
375,72,462,Certified ScrumMaster (CSM),reactdevelopernanodegree.com,2023-05-21,2011-04-25,4/12/2012,Not Approved
376,581,261,Toastmasters International Certifications Professional Presentation Skills,reactdevelopernanodegree.com,2023-10-05,2024-01-27,10/25/2024,Approved
377,775,677,Microsoft Certified: Data Analyst Associate,certifiedscrummaster.org,2023-06-10,2016-01-12,5/15/2016,Approved
378,777,825,Python Institute Certifications,sqldeveloper-certification.org,2023-08-13,2022-09-01,12/8/2022,Approved
379,376,457,Java SE Programmer,powerbiexampractice.com,2024-02-02,2016-05-04,7/3/2016,Approved
380,645,626,Analyzing and Visualizing Data with Microsoft Power BI,oraclejavaprofessional.com,2024-01-09,2018-08-19,8/12/2019,Approved
381,341,686,SQL Developer Certification,professionalpresentationskills.org,2023-06-14,2019-10-22,3/1/2020,pending
382,90,167,PHP Certification,certifiedscrummaster.org,2024-02-11,2012-11-06,10/5/2013,Not Approved
383,71,855,PHP Certification,zendphpecertifiedengineer.org,2023-10-24,2019-09-28,3/27/2020,Not Approved
384,806,314,Microsoft Certified: Data Analyst Associate,graphicdesigncertifications.net,2024-04-05,2023-12-14,9/6/2024,pending
385,842,162,Toastmasters International Certifications Professional Presentation Skills,powerbiexampractice.com,2023-10-10,2012-08-10,7/5/2013,pending
386,423,217,Zend Certified PHP Engineer,microsoftdataanalystassociate.net,2023-05-10,2021-01-08,12/1/2021,Not Approved
387,655,330,Certified ScrumMaster (CSM),graphicdesigncertifications.net,2023-05-13,2021-02-17,3/1/2021,pending
388,59,252,Toastmasters International Certifications Professional Presentation Skills,pythoninstitutecertifications.com,2023-10-24,2018-12-05,6/14/2019,Approved
389,754,306,React Developer Nanodegree,certifiedpythondeveloper.org,2024-01-02,2017-05-30,6/15/2017,Not Approved
390,902,944,Graphic Design Certifications,pythoninstitutecertifications.com,2024-03-28,2011-04-25,9/5/2011,Not Approved
391,4,721,SQL Developer Certification,zendphpecertifiedengineer.org,2023-05-08,2015-12-12,2/20/2016,Approved
392,708,469,Analyzing and Visualizing Data with Microsoft Power BI,toastmastersinternationalcertifications.com,2023-06-13,2015-11-21,2/1/2016,Not Approved
393,346,648,Azure Data Engineer Associate,reactcertification.org,2023-06-18,2021-04-28,6/22/2021,Not Approved
394,239,41,PHP Certification,phpcertification.net,2023-05-04,2016-06-11,1/6/2017,Not Approved
395,592,543,Project Management Professional (PMP) Certification,toastmastersinternationalcertifications.com,2023-08-30,2018-03-14,11/7/2018,pending
396,902,715,Project Management Professional (PMP) Certification,pythoninstitutecertifications.com,2023-08-25,2021-08-06,1/19/2022,Not Approved
397,231,588,Toastmasters International Certifications Professional Presentation Skills,microsoftdataanalystassociate.net,2023-10-20,2023-03-02,12/3/2023,Approved
398,386,545,Microsoft Certified: Data Analyst Associate,reactdevelopernanodegree.com,2023-09-30,2020-07-19,11/12/2020,Approved
399,136,641,SQL Developer Certification,snowprocorecertification.net,2024-03-14,2021-08-01,3/4/2022,pending
400,708,105,Java Certification (offered by Oracle),phpcertification.net,2023-07-06,2012-06-28,1/28/2013,Approved
401,576,520,PHP Certification,snowflakecertifiedsnowpro.com,2023-07-12,2023-09-06,6/29/2024,Approved
402,738,356,Oracle Certified Professional,pythoninstitutecertifications.com,2023-10-18,2015-06-27,5/13/2016,pending
403,318,912,Certified ScrumMaster (CSM),graphicdesigncertifications.net,2023-06-25,2023-08-28,3/10/2024,Not Approved
404,439,543,Snowflake Certified SnowPro,microsoftdataanalystassociate.net,2024-02-11,2020-03-04,4/24/2020,Approved
405,769,719,Certified Python Developer,oraclejavaprofessional.com,2023-07-28,2022-02-05,10/23/2022,Approved
406,552,231,PHP Certification,presentationdesigncertification.org,2023-11-18,2014-11-11,7/18/2015,Approved
407,987,637,Microsoft Certified: Data Analyst Associate,oraclejavacertification.org,2023-12-28,2015-10-27,8/11/2016,Approved
408,6,487,React Certification,graphicdesigncertifications.net,2023-06-24,2014-04-29,5/3/2014,Not Approved
409,116,135,Java SE Programmer,snowflakecertifiedsnowpro.com,2023-11-27,2021-12-20,9/17/2022,pending
410,294,259,SQL Developer Certification,phpcertification.net,2023-06-26,2015-08-02,6/29/2016,Not Approved
411,224,614,Analyzing and Visualizing Data with Microsoft Power BI,presentationdesigncertification.org,2024-03-20,2023-01-03,2/27/2023,Not Approved
412,492,119,Presentation Design Certification,snowflakecertifiedsnowpro.com,2024-01-21,2017-07-08,11/2/2017,Approved
413,937,113,React Developer Nanodegree,zendphpecertifiedengineer.org,2023-09-05,2011-02-24,5/7/2011,Approved
414,996,679,Certified ScrumMaster (CSM),powerbiexampractice.com,2023-11-30,2019-06-13,12/12/2019,Not Approved
415,855,254,Zend Certified PHP Engineer,reactcertification.org,2024-01-17,2011-01-17,7/7/2011,Not Approved
416,8,420,Certified ScrumMaster (CSM),oraclejavacertification.org,2023-07-01,2011-10-22,3/11/2012,pending
417,645,243,Presentation Design Certification,professionalpresentationskills.org,2023-10-21,2012-10-19,8/12/2013,Approved
418,527,412,React Certification,reactcertification.org,2024-02-09,2017-08-11,10/2/2017,Not Approved
419,894,330,Certified ScrumMaster (CSM),professionalpresentationskills.org,2023-10-24,2013-08-27,8/17/2014,Not Approved
420,799,378,Analyzing and Visualizing Data with Microsoft Power BI,toastmastersinternationalcertifications.com,2023-06-23,2011-02-17,11/4/2011,Approved
421,678,647,Oracle Certified Professional,certifiedscrummaster.org,2023-04-14,2014-04-24,9/18/2014,pending
422,532,45,Graphic Design Certifications,oraclejavaprofessional.com,2023-07-27,2023-07-17,4/9/2024,pending
423,109,418,Certified Python Developer,reactcertification.org,2024-02-27,2023-09-21,8/19/2024,Not Approved
424,628,790,React Developer Nanodegree,reactcertification.org,2023-04-30,2017-11-03,9/6/2018,pending
425,141,989,SnowPro Core Certification,snowprocorecertification.net,2023-11-15,2015-12-03,1/26/2016,Approved
426,436,186,Snowflake Certified SnowPro,oraclejavaprofessional.com,2023-11-02,2010-12-04,2/20/2011,Approved
427,169,902,Zend Certified PHP Engineer,snowflakecertifiedsnowpro.com,2023-12-06,2023-08-10,2/18/2024,pending
428,407,966,Project Management Professional (PMP) Certification,oraclejavacertification.org,2024-02-18,2023-10-15,10/29/2023,pending
429,908,5,PHP Certification,toastmastersinternationalcertifications.com,2023-04-14,2017-01-09,11/12/2017,Approved
430,172,212,Java SE Programmer,reactcertification.org,2024-01-17,2012-04-03,10/15/2012,pending
431,636,24,Microsoft Certified: Data Analyst Associate,phpcertification.net,2024-03-07,2021-10-18,2/7/2022,Not Approved
432,292,486,React Certification,oraclejavaprofessional.com,2023-06-12,2015-05-06,9/15/2015,pending
433,55,562,SQL Developer Certification,oraclejavaprofessional.com,2024-03-10,2020-03-18,7/2/2020,Approved
434,327,400,SQL Developer Certification,pythoninstitutecertifications.com,2023-08-27,2016-07-23,7/13/2017,Approved
435,569,786,PHP Certification,professionalpresentationskills.org,2023-07-21,2015-08-04,8/6/2015,Not Approved
436,612,902,Project Management Professional (PMP) Certification,reactcertification.org,2023-11-10,2014-06-16,9/19/2014,pending
437,533,341,Toastmasters International Certifications Professional Presentation Skills,snowprocorecertification.net,2023-12-03,2021-02-22,11/5/2021,Approved
438,285,699,Java Certification (offered by Oracle),snowflakecertifiedsnowpro.com,2023-11-16,2022-03-20,2/10/2023,pending
439,510,831,Java Certification (offered by Oracle),snowflakecertifiedsnowpro.com,2023-09-13,2011-02-22,9/22/2011,Approved
440,622,144,Certified Python Developer,zendphpecertifiedengineer.org,2023-04-17,2014-03-05,1/3/2015,Approved
441,355,180,Microsoft Certified: Data Analyst Associate,microsoftdataanalystassociate.net,2024-01-22,2015-08-22,7/1/2016,Not Approved
442,104,749,Java SE Programmer,professionalpresentationskills.org,2023-08-02,2016-10-22,2/6/2017,Not Approved
443,262,365,SQL Developer Certification,reactdevelopernanodegree.com,2023-09-30,2017-11-13,7/22/2018,Not Approved
444,367,543,Azure Data Engineer Associate,presentationdesigncertification.org,2023-11-25,2022-10-08,11/9/2022,Approved
445,167,307,PHP Certification,oraclejavacertification.org,2024-03-10,2012-02-19,1/5/2013,Not Approved
446,74,903,Oracle Certified Professional,snowflakecertifiedsnowpro.com,2024-02-29,2011-11-11,4/26/2012,Not Approved
447,626,513,SQL Developer Certification,presentationdesigncertification.org,2023-09-04,2016-12-13,11/19/2017,Not Approved
448,500,373,Project Management Professional (PMP) Certification,microsoftdataanalystassociate.net,2023-05-05,2017-02-28,1/16/2018,pending
449,161,853,Graphic Design Certifications,powerbiexampractice.com,2023-08-03,2016-09-24,10/20/2016,Not Approved
450,168,815,Toastmasters International Certifications Professional Presentation Skills,snowflakecertifiedsnowpro.com,2023-09-06,2015-08-30,7/17/2016,Approved
451,873,947,SnowPro Core Certification,reactdevelopernanodegree.com,2023-10-30,2012-12-27,3/1/2013,pending
452,947,262,Oracle Certified Professional,microsoftdataanalystassociate.net,2024-03-03,2023-06-11,2/24/2024,Approved
453,934,408,Certified Python Developer,toastmastersinternationalcertifications.com,2023-10-15,2017-10-07,4/29/2018,Not Approved
454,408,340,PHP Certification,reactcertification.org,2023-12-07,2015-11-04,6/23/2016,pending
455,359,567,React Certification,sqldeveloper-certification.org,2023-07-11,2023-02-15,4/19/2023,pending
456,437,53,Certified Python Developer,snowprocorecertification.net,2023-06-07,2013-11-30,11/4/2014,Not Approved
457,497,394,Snowflake Certified SnowPro,phpcertification.net,2023-12-05,2011-10-16,11/13/2011,Not Approved
458,788,491,Zend Certified PHP Engineer,sqldeveloper-certification.org,2023-11-07,2024-03-28,10/30/2024,pending
459,996,944,PHP Certification,reactcertification.org,2023-06-17,2022-12-13,10/10/2023,pending
460,230,564,Certified ScrumMaster (CSM),zendphpecertifiedengineer.org,2023-11-03,2022-10-13,5/19/2023,pending
461,315,454,Oracle Certified Professional,powerbiexampractice.com,2024-01-20,2021-05-11,12/15/2021,Not Approved
462,321,450,Java Certification (offered by Oracle),powerbiexampractice.com,2024-02-03,2020-04-16,9/21/2020,Not Approved
463,354,59,Azure Data Engineer Associate,toastmastersinternationalcertifications.com,2023-09-05,2012-06-04,11/24/2012,pending
464,144,174,Azure Data Engineer Associate,oraclejavacertification.org,2023-10-21,2012-07-10,2/13/2013,Not Approved
465,673,465,SnowPro Core Certification,pythoninstitutecertifications.com,2023-05-11,2019-07-22,1/8/2020,Approved
466,263,211,Presentation Design Certification,powerbiexampractice.com,2023-06-20,2021-12-29,12/29/2022,Not Approved
467,539,933,Toastmasters International Certifications Professional Presentation Skills,zendphpecertifiedengineer.org,2024-03-04,2017-02-26,1/30/2018,Approved
468,118,349,Snowflake Certified SnowPro,powerbiexampractice.com,2024-02-04,2022-09-10,10/15/2022,Not Approved
469,212,929,Certified Python Developer,zendphpecertifiedengineer.org,2023-12-07,2013-03-16,1/24/2014,Not Approved
470,219,507,PHP Certification,sqldeveloper-certification.org,2023-06-12,2017-12-07,9/23/2018,Approved
471,409,411,Microsoft Certified: Data Analyst Associate,certifiedpythondeveloper.org,2023-12-01,2019-10-27,9/18/2020,Approved
472,970,833,SnowPro Core Certification,microsoftdataanalystassociate.net,2024-01-08,2015-02-01,1/3/2016,Not Approved
473,50,974,Toastmasters International Certifications Professional Presentation Skills,oraclejavacertification.org,2023-09-11,2021-11-26,3/8/2022,pending
474,651,309,Microsoft Certified: Data Analyst Associate,presentationdesigncertification.org,2023-05-02,2016-04-01,7/4/2016,pending
475,284,972,Zend Certified PHP Engineer,microsoftdataanalystassociate.net,2023-11-05,2010-11-29,12/27/2010,pending
476,771,334,React Developer Nanodegree,pythoninstitutecertifications.com,2023-08-14,2019-05-07,8/10/2019,Approved
477,114,220,SnowPro Core Certification,toastmastersinternationalcertifications.com,2023-06-26,2019-12-18,10/12/2020,Approved
478,820,799,Project Management Professional (PMP) Certification,oraclejavaprofessional.com,2023-07-19,2015-11-02,8/2/2016,Not Approved
479,721,426,Azure Data Engineer Associate,phpcertification.net,2024-03-15,2021-06-28,4/11/2022,pending
480,724,867,Certified ScrumMaster (CSM),reactdevelopernanodegree.com,2023-09-01,2015-12-04,12/27/2015,Approved
481,210,994,Python Institute Certifications,certifiedscrummaster.org,2023-10-06,2011-09-19,9/3/2012,pending
482,427,552,Python Institute Certifications,certifiedscrummaster.org,2023-07-31,2020-05-09,12/10/2020,Approved
483,820,526,Certified Python Developer,reactdevelopernanodegree.com,2023-07-16,2021-02-03,12/11/2021,pending
484,23,828,Graphic Design Certifications,certifiedscrummaster.org,2024-04-05,2013-02-10,6/21/2013,Not Approved
485,307,844,Microsoft Certified: Data Analyst Associate,pmpprofessionalcertification.net,2024-01-28,2023-05-06,3/1/2024,pending
486,544,606,Presentation Design Certification,certifiedscrummaster.org,2023-10-30,2015-12-25,5/20/2016,Not Approved
487,119,796,Python Institute Certifications,microsoftdataanalystassociate.net,2023-11-29,2024-02-04,7/30/2024,Not Approved
488,420,823,Certified ScrumMaster (CSM),pythoninstitutecertifications.com,2023-06-06,2013-06-23,11/14/2013,Approved
489,863,829,Oracle Certified Professional,pythoninstitutecertifications.com,2024-02-14,2019-10-17,7/2/2020,pending
490,827,775,Java Certification (offered by Oracle),snowflakecertifiedsnowpro.com,2024-02-25,2022-02-23,3/21/2022,Not Approved
