id,user_id,skillname,proficiencyLevel,status,created_at
496,647,Natural language processing,Advanced,Approved,1/26/2024
497,218,Wireframing,Beginner,pending,1/6/2024
498,642,Computer vision,Intermediate,Approved,5/30/2023
499,579,Customer relationship management (CRM),Advanced,Approved,9/24/2023
500,153,Data modeling,Advanced,Approved,9/21/2023
501,535,Leadership and team management,Beginner,Not Approved,9/1/2023
502,357,Network administration,Intermediate,pending,2/3/2024
503,113,Identity and access management (IAM),Beginner,Not Approved,4/29/2023
504,166,IT asset management,Beginner,Approved,12/13/2023
505,184,Docker containerization,Advanced,Not Approved,3/6/2024
506,412,React.js,Intermediate,Not Approved,9/25/2023
507,917,Lean methodology,Beginner,Not Approved,8/18/2023
508,56,Test-driven development (TDD),Advanced,pending,3/26/2024
509,65,PowerShell scripting,Beginner,Approved,4/4/2024
510,706,Lean methodology,Advanced,Not Approved,4/19/2023
511,206,Web services,Advanced,pending,3/20/2024
512,464,Disaster recovery planning,Advanced,Not Approved,10/4/2023
513,136,Java programming,Intermediate,Approved,11/9/2023
514,934,Leadership and team management,Advanced,pending,5/9/2023
515,848,Service management tools (e.g.,Intermediate,pending,2/7/2024
516,640,Machine learning,Intermediate,pending,6/16/2023
517,674,Social media management,Beginner,Approved,5/6/2023
518,498,VMware virtualization,Beginner,Approved,2/8/2024
519,727,Time management,Advanced,Not Approved,6/20/2023
520,636,Prototyping,Advanced,pending,11/9/2023
521,578,Wireframing,Beginner,Not Approved,2/9/2024
522,200,Big data technologies (e.g.,Advanced,Not Approved,6/30/2023
523,512,Technical documentation,Advanced,Not Approved,3/22/2024
524,244,Digital marketing,Beginner,Not Approved,6/26/2023
525,326,Scrum,Advanced,Not Approved,6/9/2023
526,920,Project planning and scheduling,Intermediate,Not Approved,2/8/2024
527,910,Azure cloud computing,Beginner,Not Approved,6/28/2023
528,799,Network security,Beginner,Approved,8/7/2023
529,609,Conflict resolution,Beginner,pending,5/1/2023
530,381,Bash scripting,Beginner,Not Approved,8/4/2023
531,44,Technical writing,Intermediate,pending,11/26/2023
532,851,Kanban,Advanced,Approved,11/28/2023
533,883,Cybersecurity,Intermediate,Approved,7/12/2023
534,199,Email marketing,Intermediate,Approved,1/13/2024
535,366,Hadoop,Beginner,Approved,5/15/2023
536,699,IT project management,Beginner,Approved,3/13/2024
537,51,Enterprise integration,Advanced,Approved,4/19/2023
538,770,IT asset management,Beginner,Approved,12/23/2023
539,148,VMware virtualization,Beginner,Approved,6/6/2023
540,547,Continuous deployment (CD),Intermediate,pending,5/13/2023
541,770,Agile methodologies,Advanced,pending,9/20/2023
542,694,Data modeling,Advanced,Not Approved,1/27/2024
543,485,Infrastructure as Code (IaC),Intermediate,Not Approved,1/9/2024
544,600,Decision-making,Advanced,pending,1/4/2024
545,651,Data visualization,Beginner,pending,2/20/2024
546,975,IT asset management,Intermediate,Not Approved,8/13/2023
547,406,Version control systems (e.g.,Intermediate,Not Approved,6/28/2023
548,425,GraphQL,Beginner,pending,11/21/2023
549,607,Big data technologies (e.g.,Intermediate,Approved,4/23/2023
550,241,Penetration testing,Advanced,pending,11/18/2023
551,488,Process improvement,Advanced,pending,11/8/2023
552,798,RESTful APIs,Intermediate,Not Approved,4/9/2023
553,377,Identity and access management (IAM),Beginner,pending,3/1/2024
554,544,Lean methodology,Advanced,Approved,12/14/2023
555,578,Spark),Beginner,pending,3/23/2024
556,445,IoT (Internet of Things),Intermediate,pending,12/7/2023
557,557,Presentation skills,Advanced,Approved,12/10/2023
558,270,Java programming,Beginner,Not Approved,12/28/2023
559,184,Leadership and team management,Intermediate,Approved,5/26/2023
560,247,Social media management,Beginner,Not Approved,4/16/2023
561,370,Process improvement,Intermediate,Approved,11/7/2023
562,537,Vendor management,Intermediate,pending,4/10/2023
563,467,Lean methodology,Beginner,pending,6/17/2023
564,632,Blockchain technology,Beginner,Approved,12/5/2023
565,406,Cryptography,Beginner,pending,4/24/2023
566,342,Technical documentation,Intermediate,pending,5/15/2023
567,161,Security auditing,Advanced,pending,2/23/2024
568,364,Business analysis,Beginner,pending,10/20/2023
569,778,Adaptability,Intermediate,Not Approved,11/30/2023
570,283,Critical thinking,Intermediate,Not Approved,12/3/2023
571,240,Behavior-driven development (BDD),Beginner,Approved,6/11/2023
572,41,Microservices architecture,Beginner,Approved,9/1/2023
573,87,DevOps practices,Advanced,Not Approved,4/21/2023
574,876,Technical documentation,Intermediate,Not Approved,7/17/2023
575,680,Sales and negotiation,Intermediate,Not Approved,10/4/2023
576,133,Continuous deployment (CD),Advanced,pending,5/2/2023
577,212,RESTful APIs,Beginner,pending,12/23/2023
578,816,Angular,Advanced,pending,4/25/2023
579,827,Data modeling,Beginner,Approved,3/17/2024
580,664,Java programming,Advanced,pending,12/31/2023
581,764,Email marketing,Intermediate,Approved,1/24/2024
582,714,Enterprise integration,Advanced,pending,11/10/2023
583,831,ServiceNow,Intermediate,Approved,12/14/2023
584,834,Project planning and scheduling,Beginner,pending,3/4/2024
585,610,Agile methodologies,Beginner,Approved,5/18/2023
586,808,JavaScript programming,Advanced,Approved,6/23/2023
587,472,Mobile app development (iOS,Advanced,Approved,6/21/2023
588,631,Test automation,Beginner,Approved,7/28/2023
589,570,Mobile app development (iOS,Beginner,pending,10/9/2023
590,807,Email marketing,Intermediate,Not Approved,10/8/2023
591,240,User research,Beginner,Not Approved,6/30/2023
592,866,Customer relationship management (CRM),Advanced,pending,12/16/2023
593,798,Artificial intelligence,Beginner,Approved,7/22/2023
594,183,Infrastructure as Code (IaC),Intermediate,Not Approved,3/16/2024
595,264,SQL database management,Advanced,Not Approved,7/30/2023
596,513,DevOps practices,Intermediate,pending,6/20/2023
597,240,Sales and negotiation,Intermediate,pending,12/3/2023
598,337,Customer relationship management (CRM),Beginner,Not Approved,6/28/2023
599,236,Compliance and regulatory knowledge,Advanced,Approved,2/28/2024
600,261,Infrastructure as Code (IaC),Intermediate,pending,4/10/2023
601,198,Microservices architecture,Advanced,Approved,1/30/2024
602,37,SEO (Search Engine Optimization),Beginner,pending,6/7/2023
603,582,Data modeling,Intermediate,Not Approved,3/19/2024
604,41,Technical writing,Intermediate,Approved,8/9/2023
605,87,ITIL (Information Technology Infrastructure Library),Beginner,pending,12/26/2023
606,894,DevOps practices,Beginner,Not Approved,5/23/2023
607,304,Penetration testing,Beginner,pending,12/19/2023
608,728,PowerShell scripting,Beginner,pending,11/8/2023
609,168,Java programming,Advanced,Approved,3/5/2024
610,565,Serverless architecture,Intermediate,Approved,10/25/2023
611,240,Sales and negotiation,Intermediate,Not Approved,10/20/2023
612,498,UI/UX design,Advanced,Not Approved,5/3/2023
613,851,Continuous deployment (CD),Intermediate,pending,7/2/2023
614,355,Sales and negotiation,Advanced,pending,8/29/2023
615,52,SEO (Search Engine Optimization),Advanced,Not Approved,3/11/2024
616,967,React.js,Advanced,pending,2/14/2024
617,845,Vendor management,Beginner,Approved,4/20/2023
618,200,PPC advertising,Beginner,Not Approved,1/16/2024
619,468,Leadership and team management,Advanced,Not Approved,8/12/2023
620,983,Git,Intermediate,pending,6/6/2023
621,560,Artificial intelligence,Advanced,Not Approved,1/14/2024
622,856,Adaptability,Beginner,pending,7/3/2023
623,687,Test automation,Beginner,pending,10/7/2023
624,416,Enterprise integration,Beginner,pending,6/18/2023
625,90,Microservices architecture,Advanced,pending,10/3/2023
626,934,UI/UX design,Intermediate,Approved,10/16/2023
627,402,PPC advertising,Beginner,pending,3/27/2024
628,444,Digital marketing,Advanced,Approved,7/9/2023
629,817,Presentation skills,Advanced,Not Approved,11/28/2023
630,532,Compliance and regulatory knowledge,Intermediate,Not Approved,3/16/2024
631,78,Data modeling,Intermediate,Not Approved,4/16/2023
632,217,Version control systems (e.g.,Advanced,pending,12/14/2023
633,573,React.js,Advanced,pending,1/8/2024
634,465,Project planning and scheduling,Beginner,Approved,8/3/2023
635,530,Cryptography,Intermediate,Approved,2/28/2024
636,507,Machine learning,Beginner,pending,7/1/2023
637,747,HTML/CSS,Beginner,Not Approved,5/15/2023
638,677,Network administration,Beginner,Approved,10/23/2023
639,300,IoT (Internet of Things),Beginner,Not Approved,8/6/2023
640,600,Azure cloud computing,Intermediate,Not Approved,2/24/2024
641,325,Technical writing,Beginner,pending,5/26/2023
642,16,Version control systems (e.g.,Advanced,Not Approved,6/9/2023
643,454,Cybersecurity,Beginner,pending,9/11/2023
644,520,Android),Beginner,pending,1/23/2024
645,159,Jira),Intermediate,pending,11/27/2023
646,997,Time management,Intermediate,pending,1/15/2024
647,293,Mobile app development (iOS,Intermediate,pending,7/5/2023
648,358,Web development frameworks (e.g.,Advanced,Not Approved,7/21/2023
649,461,Conflict resolution,Beginner,Not Approved,4/22/2023
650,447,Bash scripting,Beginner,Approved,2/25/2024
651,743,C++ programming,Advanced,pending,8/6/2023
652,921,Kanban,Advanced,Not Approved,12/21/2023
653,387,Docker containerization,Beginner,Approved,12/1/2023
654,308,Compliance and regulatory knowledge,Intermediate,Not Approved,3/28/2024
655,78,Conflict resolution,Intermediate,Not Approved,5/14/2023
656,417,Cybersecurity,Beginner,Approved,3/28/2024
657,146,Technical writing,Beginner,Approved,8/23/2023
658,230,React.js,Intermediate,Approved,9/5/2023
659,234,Time management,Beginner,Not Approved,10/25/2023
660,710,Robotics,Beginner,pending,1/2/2024
661,127,Project planning and scheduling,Advanced,pending,4/1/2024
662,928,Lean methodology,Advanced,Approved,1/10/2024
663,185,Software testing,Intermediate,Not Approved,6/22/2023
664,902,Python programming,Advanced,Not Approved,5/10/2023
665,817,Business continuity planning,Intermediate,Not Approved,4/28/2023
666,453,Presentation skills,Intermediate,Approved,7/27/2023
667,41,Prototyping,Advanced,Not Approved,2/5/2024
668,714,IT asset management,Intermediate,Approved,10/29/2023
669,774,Creativity and innovation,Intermediate,Not Approved,10/6/2023
670,155,Decision-making,Intermediate,Not Approved,8/27/2023
671,619,Python programming,Advanced,pending,10/4/2023
672,762,Change management,Beginner,Not Approved,10/15/2023
673,820,Social media management,Advanced,Approved,12/5/2023
674,115,Usability testing,Beginner,Approved,8/9/2023
675,952,Business continuity planning,Advanced,Not Approved,7/8/2023
676,747,Email marketing,Beginner,Approved,11/13/2023
677,360,Business continuity planning,Intermediate,Approved,1/30/2024
678,292,Disaster recovery planning,Advanced,pending,1/6/2024
679,964,Software testing,Intermediate,Approved,2/10/2024
680,400,Jira),Intermediate,Approved,3/29/2024
681,718,RESTful APIs,Beginner,Not Approved,2/7/2024
682,34,Technical writing,Beginner,Not Approved,6/12/2023
683,50,Risk assessment and management,Advanced,Approved,1/14/2024
684,153,Decision-making,Beginner,pending,12/6/2023
685,930,Problem-solving,Advanced,pending,8/28/2023
686,777,Digital marketing,Beginner,pending,1/24/2024
687,91,Email marketing,Beginner,Approved,2/24/2024
688,876,IT project management,Intermediate,Approved,2/22/2024
689,169,Customer relationship management (CRM),Advanced,pending,9/18/2023
690,127,Jira),Beginner,pending,11/19/2023
691,491,Problem-solving,Intermediate,Approved,12/31/2023
692,5,IT project management,Advanced,Not Approved,6/19/2023
693,547,Web development frameworks (e.g.,Intermediate,Approved,4/17/2023
694,278,Spark),Beginner,Not Approved,4/26/2023
695,73,Critical thinking,Intermediate,pending,8/19/2023
696,963,Google Cloud Platform,Intermediate,pending,2/16/2024
697,312,Risk assessment and management,Intermediate,Not Approved,4/27/2023
698,210,Prototyping,Intermediate,pending,5/5/2023
699,435,Machine learning,Beginner,Not Approved,3/30/2024
700,954,GraphQL,Beginner,pending,6/3/2023
701,700,Service management tools (e.g.,Intermediate,pending,4/1/2024
702,676,Social media management,Advanced,Approved,9/6/2023
703,699,Presentation skills,Intermediate,Approved,6/24/2023
704,560,Google Cloud Platform,Intermediate,pending,11/6/2023
705,462,Spark),Intermediate,Not Approved,10/10/2023
706,754,HTML/CSS,Advanced,pending,9/7/2023
707,781,Network security,Beginner,pending,5/17/2023
708,789,Robotics,Beginner,Approved,4/28/2023
709,260,API design and management,Beginner,pending,12/24/2023
710,364,SVN),Beginner,Approved,11/28/2023
711,664,Test automation,Advanced,pending,9/17/2023
712,295,Agile methodologies,Beginner,Approved,4/25/2023
713,432,Security auditing,Intermediate,Not Approved,5/3/2023
714,539,AWS cloud computing,Beginner,Not Approved,8/29/2023
715,801,Version control systems (e.g.,Advanced,pending,8/28/2023
716,111,Cryptography,Intermediate,Approved,8/22/2023
717,92,Data visualization,Beginner,pending,7/6/2023
718,483,Identity and access management (IAM),Advanced,Not Approved,1/5/2024
719,343,Active listening.,Beginner,Not Approved,12/31/2023
720,846,Linux system administration,Intermediate,Approved,2/25/2024
721,758,Machine learning,Advanced,Approved,8/23/2023
722,240,Presentation skills,Advanced,Approved,10/26/2023
723,784,Test automation,Advanced,pending,12/18/2023
724,370,Problem-solving,Intermediate,pending,10/3/2023
725,10,Business continuity planning,Beginner,Approved,4/5/2024
726,831,Risk assessment and management,Advanced,pending,7/8/2023
727,300,AWS cloud computing,Advanced,pending,6/16/2023
728,713,Social media management,Beginner,Approved,2/7/2024
729,698,Enterprise integration,Advanced,Approved,11/20/2023
730,713,Mobile app development (iOS,Intermediate,Approved,8/1/2023
731,302,AWS cloud computing,Advanced,Not Approved,5/8/2023
732,878,VMware virtualization,Advanced,Not Approved,12/4/2023
733,60,Process improvement,Beginner,pending,4/30/2023
734,380,Natural language processing,Advanced,Not Approved,10/11/2023
735,659,Identity and access management (IAM),Beginner,pending,12/9/2023
736,996,Active listening.,Intermediate,pending,5/3/2023
737,791,Test automation,Beginner,pending,5/15/2023
738,964,Continuous integration (CI),Advanced,pending,6/14/2023
739,422,Network security,Advanced,Approved,9/27/2023
740,157,Bash scripting,Beginner,pending,12/16/2023
741,840,Deep learning,Advanced,Not Approved,11/26/2023
742,167,Docker containerization,Beginner,Approved,5/9/2023
743,626,Data visualization,Advanced,Approved,11/3/2023
744,227,Data analysis,Advanced,Approved,6/7/2023
745,508,Machine learning,Advanced,Not Approved,9/22/2023
746,832,Kubernetes orchestration,Intermediate,Not Approved,5/5/2023
747,785,Time management,Intermediate,pending,9/2/2023
748,971,Test automation,Intermediate,Approved,6/8/2023
749,10,Email marketing,Advanced,Not Approved,9/16/2023
750,612,Mobile app development (iOS,Advanced,pending,2/13/2024
751,443,Data modeling,Advanced,Approved,8/16/2023
752,750,Network security,Intermediate,Approved,4/28/2023
753,662,Big data technologies (e.g.,Advanced,Approved,2/9/2024
754,979,Risk assessment and management,Intermediate,Not Approved,1/12/2024
755,794,Blockchain technology,Advanced,pending,5/2/2023
756,831,Data visualization,Beginner,Approved,8/30/2023
757,757,Helpdesk support,Intermediate,Not Approved,7/18/2023
758,407,DevOps practices,Advanced,Approved,3/29/2024
759,443,Usability testing,Intermediate,Approved,6/10/2023
760,948,Network administration,Intermediate,pending,1/17/2024
761,494,Disaster recovery planning,Advanced,Not Approved,11/29/2023
762,522,JavaScript programming,Intermediate,Approved,4/14/2023
763,254,Adaptability,Intermediate,Approved,1/27/2024
764,270,Kubernetes orchestration,Beginner,Not Approved,4/29/2023
765,491,Usability testing,Intermediate,Not Approved,11/8/2023
766,63,Network security,Advanced,pending,2/7/2024
767,746,Critical thinking,Beginner,pending,12/7/2023
768,990,Test-driven development (TDD),Advanced,Approved,7/7/2023
769,209,SQL database management,Intermediate,Approved,8/10/2023
770,362,Disaster recovery planning,Advanced,Not Approved,2/3/2024
771,647,Helpdesk support,Beginner,pending,10/27/2023
772,646,Serverless architecture,Advanced,pending,11/1/2023
773,751,DevOps practices,Advanced,pending,11/16/2023
774,989,Change management,Advanced,Approved,12/11/2023
775,551,Angular,Intermediate,Approved,11/23/2023
776,492,Cryptocurrency,Advanced,pending,8/9/2023
777,595,Active listening.,Beginner,Approved,5/27/2023
778,434,VMware virtualization,Advanced,pending,3/1/2024
779,64,Kanban,Advanced,Approved,8/27/2023
780,496,HTML/CSS,Beginner,Approved,3/10/2024
781,755,ServiceNow,Advanced,Not Approved,3/2/2024
782,404,React.js,Intermediate,Not Approved,10/15/2023
783,421,Bash scripting,Beginner,Not Approved,8/5/2023
784,339,DevOps practices,Advanced,Approved,12/30/2023
785,100,Content marketing,Advanced,Not Approved,3/19/2024
786,327,Customer relationship management (CRM),Beginner,Not Approved,8/7/2023
787,827,Adaptability,Intermediate,Approved,11/28/2023
788,511,Hadoop,Advanced,Not Approved,11/26/2023
789,812,NoSQL database management,Intermediate,pending,5/30/2023
790,593,NoSQL database management,Advanced,Not Approved,3/19/2024
791,892,Service management tools (e.g.,Intermediate,Not Approved,9/23/2023
792,807,Risk assessment and management,Beginner,Not Approved,8/9/2023
793,840,Kubernetes orchestration,Beginner,Not Approved,7/28/2023
794,678,Robotics,Beginner,Not Approved,12/11/2023
795,182,Test automation,Intermediate,Approved,7/21/2023
796,861,Windows system administration,Beginner,pending,11/15/2023
797,811,Microservices architecture,Advanced,Approved,10/8/2023
798,3,Adaptability,Beginner,Not Approved,2/15/2024
799,351,Leadership and team management,Advanced,Not Approved,11/28/2023
800,27,Data analysis,Intermediate,pending,1/10/2024
801,46,Business analysis,Beginner,Not Approved,10/29/2023
802,794,API design and management,Intermediate,pending,3/28/2024
803,210,Network administration,Beginner,pending,10/27/2023
804,851,Agile methodologies,Intermediate,Approved,6/21/2023
805,608,Problem-solving,Beginner,Approved,8/31/2023
806,384,Continuous integration (CI),Intermediate,Approved,11/25/2023
807,850,Adaptability,Beginner,Not Approved,4/8/2023
808,450,Artificial intelligence,Beginner,Approved,3/1/2024
809,168,Computer vision,Beginner,Not Approved,12/27/2023
810,993,Helpdesk support,Advanced,pending,2/5/2024
811,221,Machine learning,Advanced,Not Approved,2/8/2024
812,831,IT asset management,Beginner,Approved,12/30/2023
813,943,Cryptography,Advanced,Not Approved,3/30/2024
814,623,Security auditing,Intermediate,Not Approved,6/10/2023
815,846,Big data technologies (e.g.,Intermediate,Not Approved,3/18/2024
816,37,Azure cloud computing,Beginner,Approved,7/20/2023
817,571,Data modeling,Beginner,pending,8/30/2023
818,686,Deep learning,Beginner,pending,9/21/2023
819,922,Wireframing,Intermediate,Approved,2/18/2024
820,75,HTML/CSS,Beginner,pending,1/25/2024
821,636,Continuous integration (CI),Advanced,pending,12/18/2023
822,420,Agile methodologies,Intermediate,Not Approved,11/15/2023
823,984,Prototyping,Intermediate,Approved,11/3/2023
824,867,Test-driven development (TDD),Advanced,Not Approved,11/3/2023
825,810,Customer relationship management (CRM),Advanced,pending,7/4/2023
826,728,Time management,Advanced,pending,3/6/2024
827,376,Service management tools (e.g.,Beginner,Approved,5/7/2023
828,519,IT project management,Beginner,Approved,3/7/2024
829,101,Data modeling,Intermediate,Approved,12/13/2023
830,44,Usability testing,Beginner,pending,7/16/2023
831,65,Test automation,Beginner,pending,8/21/2023
832,193,Docker containerization,Beginner,Approved,10/4/2023
833,775,User research,Intermediate,Not Approved,4/17/2023
834,503,Technical writing,Beginner,Not Approved,10/4/2023
835,154,Penetration testing,Intermediate,Not Approved,5/17/2023
836,659,Customer relationship management (CRM),Intermediate,Approved,8/20/2023
837,848,Service management tools (e.g.,Intermediate,Approved,1/26/2024
838,932,Machine learning,Intermediate,Not Approved,4/8/2023
839,323,Critical thinking,Advanced,Approved,2/9/2024
840,955,Content marketing,Advanced,pending,9/3/2023
841,877,Business continuity planning,Beginner,Not Approved,10/12/2023
842,921,Data modeling,Advanced,Approved,7/22/2023
843,409,HTML/CSS,Intermediate,pending,6/24/2023
844,203,NoSQL database management,Beginner,Approved,2/18/2024
845,83,User research,Beginner,pending,10/3/2023
846,113,Technical documentation,Advanced,Approved,6/13/2023
847,633,Deep learning,Advanced,Not Approved,6/5/2023
848,298,JavaScript programming,Advanced,Approved,2/17/2024
849,472,AWS cloud computing,Beginner,Approved,10/7/2023
850,194,PowerShell scripting,Advanced,Approved,2/18/2024
851,469,Test-driven development (TDD),Beginner,Approved,2/28/2024
852,442,Content management systems (CMS),Advanced,Approved,11/1/2023
853,497,Decision-making,Advanced,pending,10/8/2023
854,194,Docker containerization,Intermediate,Not Approved,1/8/2024
855,11,Digital marketing,Beginner,Not Approved,12/4/2023
856,951,PPC advertising,Intermediate,pending,9/13/2023
857,98,Project planning and scheduling,Beginner,Approved,5/20/2023
858,981,Mobile app development (iOS,Intermediate,Not Approved,9/5/2023
859,938,Leadership and team management,Beginner,pending,7/30/2023
860,95,Data visualization,Intermediate,Not Approved,2/14/2024
861,575,Sales and negotiation,Beginner,Not Approved,3/7/2024
862,617,Test-driven development (TDD),Beginner,Not Approved,3/7/2024
863,123,PPC advertising,Beginner,Not Approved,1/30/2024
864,667,Web services,Beginner,Not Approved,4/6/2024
865,689,SQL database management,Advanced,pending,7/4/2023
866,830,Infrastructure as Code (IaC),Beginner,Approved,7/24/2023
867,952,Vendor management,Beginner,pending,4/18/2023
868,115,Business analysis,Intermediate,Approved,9/29/2023
869,857,Agile methodologies,Advanced,Not Approved,12/9/2023
870,404,Enterprise integration,Advanced,Approved,10/23/2023
871,210,Machine learning,Beginner,Not Approved,11/4/2023
872,730,Kanban,Intermediate,Not Approved,11/15/2023
873,794,Spark),Advanced,Approved,5/15/2023
874,644,Software testing,Beginner,Not Approved,3/19/2024
875,892,Decision-making,Intermediate,Not Approved,1/19/2024
876,112,Wireframing,Intermediate,Not Approved,5/30/2023
877,658,Deep learning,Beginner,Approved,2/7/2024
878,201,Data modeling,Beginner,pending,10/30/2023
879,901,Incident response,Beginner,Approved,6/28/2023
880,459,Email marketing,Beginner,Not Approved,11/6/2023
881,48,Blockchain technology,Advanced,pending,3/27/2024
882,72,Git,Beginner,Approved,5/13/2023
883,533,DevOps practices,Intermediate,Not Approved,1/5/2024
884,199,Data analysis,Intermediate,Approved,12/9/2023
885,588,Process improvement,Intermediate,Not Approved,6/25/2023
886,781,Java programming,Intermediate,pending,12/29/2023
887,523,Active listening.,Advanced,pending,3/31/2024
888,806,Data modeling,Advanced,pending,8/31/2023
889,808,Jira),Intermediate,Not Approved,8/7/2023
890,404,Customer relationship management (CRM),Beginner,pending,7/22/2023
891,658,Blockchain technology,Intermediate,Not Approved,5/2/2023
892,548,Google Cloud Platform,Intermediate,Approved,5/3/2023
893,483,Microservices architecture,Beginner,pending,2/13/2024
894,670,ServiceNow,Advanced,pending,11/10/2023
895,955,Prototyping,Intermediate,Not Approved,10/24/2023
896,916,SEO (Search Engine Optimization),Intermediate,Not Approved,11/13/2023
897,900,Cryptocurrency,Beginner,Approved,6/2/2023
898,777,Kanban,Advanced,Approved,7/9/2023
899,492,Machine learning,Intermediate,pending,11/12/2023
900,166,Angular,Intermediate,pending,11/21/2023
901,1000,Identity and access management (IAM),Intermediate,Not Approved,5/29/2023
902,243,PowerShell scripting,Intermediate,Not Approved,8/5/2023
903,951,Usability testing,Advanced,Approved,4/8/2023
904,851,API design and management,Advanced,Not Approved,1/4/2024
905,456,Bash scripting,Intermediate,pending,9/22/2023
906,186,Mobile app development (iOS,Beginner,Not Approved,7/11/2023
907,761,Technical writing,Advanced,Not Approved,5/2/2023
908,127,IoT (Internet of Things),Beginner,pending,6/19/2023
909,994,Identity and access management (IAM),Advanced,pending,9/30/2023
910,955,C++ programming,Intermediate,Approved,9/17/2023
911,392,Microservices architecture,Beginner,Not Approved,12/19/2023
912,15,NoSQL database management,Advanced,Approved,7/29/2023
913,241,Version control systems (e.g.,Advanced,Approved,8/8/2023
914,866,Cryptography,Advanced,pending,10/13/2023
915,279,Process improvement,Beginner,pending,11/22/2023
916,472,Disaster recovery planning,Beginner,pending,9/19/2023
917,736,Social media management,Advanced,Approved,4/22/2023
918,420,JavaScript programming,Advanced,Not Approved,9/14/2023
919,637,Android),Advanced,pending,5/8/2023
920,910,Conflict resolution,Beginner,Approved,10/5/2023
921,49,Network administration,Beginner,Not Approved,2/27/2024
922,955,Microservices architecture,Beginner,Not Approved,11/24/2023
923,437,Agile methodologies,Advanced,pending,9/12/2023
924,197,Agile methodologies,Intermediate,Not Approved,11/15/2023
925,845,Business continuity planning,Beginner,Not Approved,5/5/2023
926,837,Business analysis,Beginner,pending,4/10/2023
927,684,Process improvement,Beginner,Not Approved,1/5/2024
928,343,Network security,Advanced,Approved,1/2/2024
929,907,AWS cloud computing,Beginner,Approved,6/26/2023
930,327,Jira),Advanced,pending,10/30/2023
931,396,Deep learning,Beginner,pending,2/14/2024
932,399,Continuous integration (CI),Advanced,pending,7/7/2023
933,135,Kubernetes orchestration,Beginner,Not Approved,7/22/2023
934,279,Data analysis,Intermediate,Not Approved,12/28/2023
935,266,IoT (Internet of Things),Intermediate,Approved,11/29/2023
936,45,Agile methodologies,Intermediate,Not Approved,11/12/2023
937,380,Scrum,Beginner,pending,5/18/2023
938,358,Google Cloud Platform,Intermediate,Approved,5/21/2023
939,537,Software testing,Beginner,pending,1/20/2024
940,489,Disaster recovery planning,Advanced,Approved,2/3/2024
941,377,Agile methodologies,Intermediate,Not Approved,2/19/2024
942,558,Technical writing,Beginner,Approved,7/13/2023
943,875,Cybersecurity,Beginner,Not Approved,3/11/2024
944,82,RESTful APIs,Advanced,Approved,5/8/2023
945,669,Continuous integration (CI),Beginner,Approved,8/9/2023
946,317,Version control systems (e.g.,Intermediate,Not Approved,12/11/2023
947,501,PowerShell scripting,Advanced,Approved,8/29/2023
948,777,Presentation skills,Intermediate,Approved,7/18/2023
949,292,Data analysis,Intermediate,Approved,1/29/2024
950,397,UI/UX design,Advanced,Not Approved,1/13/2024
951,425,Disaster recovery planning,Beginner,pending,12/26/2023
952,915,Risk assessment and management,Advanced,pending,6/14/2023
953,850,Risk assessment and management,Beginner,Approved,11/16/2023
954,211,PowerShell scripting,Intermediate,Approved,1/8/2024
955,946,Linux system administration,Beginner,Approved,1/24/2024
956,189,Data visualization,Advanced,Approved,4/24/2023
957,571,Data visualization,Beginner,pending,11/4/2023
958,929,Artificial intelligence,Beginner,Approved,9/22/2023
959,819,NoSQL database management,Beginner,Not Approved,4/5/2024
960,566,Risk assessment and management,Advanced,Not Approved,10/12/2023
961,359,Linux system administration,Intermediate,Not Approved,1/17/2024
962,598,Social media management,Advanced,pending,11/19/2023
963,334,Java programming,Intermediate,Approved,8/23/2023
964,457,SQL database management,Beginner,Approved,5/8/2023
965,144,SVN),Beginner,pending,12/7/2023
966,432,API design and management,Advanced,Approved,11/15/2023
967,693,Google Cloud Platform,Intermediate,pending,4/2/2024
968,992,Technical documentation,Beginner,Not Approved,5/7/2023
969,101,Active listening.,Intermediate,Approved,7/9/2023
970,335,Web services,Advanced,pending,8/30/2023
971,425,Sales and negotiation,Advanced,Not Approved,11/13/2023
972,870,SQL database management,Intermediate,pending,11/5/2023
973,489,Time management,Advanced,Approved,11/10/2023
974,405,Problem-solving,Intermediate,Not Approved,8/17/2023
975,275,Wireframing,Beginner,Not Approved,2/14/2024
976,408,Adaptability,Advanced,Approved,7/20/2023
977,283,Deep learning,Intermediate,Approved,4/23/2023
978,802,IT asset management,Intermediate,Not Approved,10/7/2023
979,940,Process improvement,Beginner,Approved,8/8/2023
980,805,Incident response,Intermediate,Approved,7/23/2023
981,646,Continuous integration (CI),Beginner,Not Approved,10/28/2023
982,630,Continuous integration (CI),Beginner,Not Approved,8/29/2023
983,151,AWS cloud computing,Beginner,pending,2/5/2024
984,800,Data visualization,Advanced,Approved,6/6/2023
985,433,Google Cloud Platform,Beginner,Approved,4/22/2023
986,491,Incident response,Advanced,pending,9/5/2023
987,33,Google Cloud Platform,Beginner,Not Approved,10/10/2023
988,985,Presentation skills,Advanced,Not Approved,11/28/2023
989,684,Computer vision,Intermediate,Not Approved,9/29/2023
990,113,Business analysis,Intermediate,Approved,6/8/2023
991,975,Artificial intelligence,Intermediate,Not Approved,9/8/2023
992,8,Technical writing,Intermediate,Not Approved,4/18/2023
993,335,Enterprise integration,Beginner,Not Approved,3/24/2024
